epoch;acc;loss;val_acc;val_loss
0;0.6710329341317365;0.8870532396667732;0.7232142857142857;0.7693082020130186
1;0.666792027100265;0.9061163605806208;0.7228422619047619;0.769253844528326
2;0.6750658142382868;0.9132420520847029;0.7228422619047619;0.7714448974334768
3;0.6615268898306148;0.9292510717647692;0.7230282738095238;0.7741442356879512
4;0.6649116209101166;0.9381760295933017;0.7230282738095238;0.7694260744998852
